"","IXIC.Open","IXIC.High","IXIC.Low","IXIC.Close","IXIC.Volume","IXIC.Adjusted","date"
"2020-02-11",9680.889648,9714.740234,9617.209961,9638.94043,2423670000,9638.94043,2020-02-11
"2020-02-12",9688.599609,9728.769531,9666.69043,9725.959961,2.355e+09,9725.959961,2020-02-12
"2020-02-13",9657.040039,9748.320313,9650.019531,9711.969727,2239270000,9711.969727,2020-02-13
"2020-02-14",9728.900391,9746.360352,9693.049805,9731.179688,2222240000,9731.179688,2020-02-14
"2020-02-18",9679.040039,9747.679688,9675.799805,9732.740234,2273460000,9732.740234,2020-02-18
"2020-02-19",9782.80957,9838.370117,9777.099609,9817.179688,2462530000,9817.179688,2020-02-19
"2020-02-20",9799.200195,9820.860352,9636.94043,9750.969727,2735610000,9750.969727,2020-02-20
"2020-02-21",9708.009766,9715.950195,9542.330078,9576.589844,2743010000,9576.589844,2020-02-21
"2020-02-24",9188.44043,9322.879883,9166.009766,9221.280273,3.177e+09,9221.280273,2020-02-24
"2020-02-25",9301.200195,9315.259766,8940.490234,8965.610352,3583400000,8965.610352,2020-02-25
"2020-02-26",9011.549805,9148.320313,8927.799805,8980.780273,3567830000,8980.780273,2020-02-26
"2020-02-27",8744.030273,8904.110352,8562.049805,8566.480469,4536080000,8566.480469,2020-02-27
"2020-02-28",8269.740234,8591.820313,8264.160156,8567.370117,5301170000,8567.370117,2020-02-28
"2020-03-02",8667.139648,8952.80957,8543.349609,8952.169922,4232760000,8952.169922,2020-03-02
"2020-03-03",8965.099609,9070.320313,8602.889648,8684.089844,4336700000,8684.089844,2020-03-03
"2020-03-04",8834.099609,9019.959961,8757.660156,9018.089844,3602870000,9018.089844,2020-03-04
"2020-03-05",8790.089844,8921.080078,8677.389648,8738.589844,3748090000,8738.589844,2020-03-05
"2020-03-06",8469.019531,8612.360352,8375.129883,8575.620117,4279850000,8575.620117,2020-03-06
"2020-03-09",7957.930176,8243.30957,7943.160156,7950.680176,4530350000,7950.680176,2020-03-09
"2020-03-10",8219.759766,8347.400391,7930.430176,8344.25,4431930000,8344.25,2020-03-10
"2020-03-11",8136.25,8181.359863,7850.950195,7952.049805,4273890000,7952.049805,2020-03-11
"2020-03-12",7398.580078,7712.330078,7194.669922,7201.799805,5066530000,7201.799805,2020-03-12
"2020-03-13",7610.390137,7875.930176,7219.089844,7874.879883,4685890000,7874.879883,2020-03-13
"2020-03-16",7392.72998,7422.200195,6882.859863,6904.589844,4594360000,6904.589844,2020-03-16
"2020-03-17",7072,7406.22998,6828.910156,7334.779785,4.9e+09,7334.779785,2020-03-17
"2020-03-18",6902.319824,7182.830078,6686.359863,6989.839844,4890820000,6989.839844,2020-03-18
"2020-03-19",6996.450195,7341.379883,6858.379883,7150.580078,4762170000,7150.580078,2020-03-19
"2020-03-20",7248.069824,7354.439941,6854.669922,6879.52002,5239940000,6879.52002,2020-03-20
"2020-03-23",6847.279785,6984.939941,6631.419922,6860.669922,4330610000,6860.669922,2020-03-23
"2020-03-24",7196.149902,7418.370117,7169.859863,7417.859863,4417380000,7417.859863,2020-03-24
"2020-03-25",7421.359863,7671.209961,7276.399902,7384.299805,4666440000,7384.299805,2020-03-25
"2020-03-26",7462.209961,7809.830078,7462.209961,7797.540039,3999850000,7797.540039,2020-03-26
"2020-03-27",7554.25,7716.240234,7491.140137,7502.379883,3977010000,7502.379883,2020-03-27
"2020-03-30",7583.459961,7784.350098,7539.970215,7774.149902,3846900000,7774.149902,2020-03-30
"2020-03-31",7740.060059,7880.310059,7642.859863,7700.100098,4059700000,7700.100098,2020-03-31
"2020-04-01",7459.5,7566.370117,7301.97998,7360.580078,3685510000,7360.580078,2020-04-01
"2020-04-02",7317.450195,7501.700195,7307.950195,7487.310059,3608190000,7487.310059,2020-04-02
"2020-04-03",7477.27002,7518.720215,7288.109863,7373.080078,3279100000,7373.080078,2020-04-03
"2020-04-06",7660.169922,7938.330078,7617.790039,7913.240234,3849100000,7913.240234,2020-04-06
"2020-04-07",8129.990234,8146.430176,7881.220215,7887.259766,4069410000,7887.259766,2020-04-07
"2020-04-08",7975.720215,8114.430176,7901.939941,8090.899902,3470730000,8090.899902,2020-04-08
"2020-04-09",8169.009766,8227.910156,8072.319824,8153.580078,4123670000,8153.580078,2020-04-09
"2020-04-13",8127.689941,8200.44043,8035.950195,8192.419922,3146860000,8192.419922,2020-04-13
"2020-04-14",8353.209961,8531.110352,8338.080078,8515.740234,3732820000,8515.740234,2020-04-14
"2020-04-15",8355.959961,8464.660156,8308.790039,8393.179688,3333750000,8393.179688,2020-04-15
"2020-04-16",8479.110352,8560.160156,8393.269531,8532.360352,3995870000,8532.360352,2020-04-16
"2020-04-17",8667.480469,8670.299805,8531.69043,8650.139648,4335020000,8650.139648,2020-04-17
"2020-04-20",8553.379883,8684.910156,8553.379883,8560.730469,3796950000,8560.730469,2020-04-20
"2020-04-21",8460.69043,8480.290039,8215.69043,8263.230469,3756290000,8263.230469,2020-04-21
"2020-04-22",8434.549805,8537.30957,8404.540039,8495.379883,3025060000,8495.379883,2020-04-22
"2020-04-23",8528.839844,8635.230469,8475.200195,8494.75,3734720000,8494.75,2020-04-23
"2020-04-24",8530.080078,8642.929688,8464.419922,8634.519531,3673170000,8634.519531,2020-04-24
"2020-04-27",8717.980469,8754.570313,8697.370117,8730.160156,3678460000,8730.160156,2020-04-27
"2020-04-28",8825.69043,8830.570313,8600.700195,8607.730469,3707540000,8607.730469,2020-04-28
"2020-04-29",8802.700195,8957.269531,8765.009766,8914.709961,4378540000,8914.709961,2020-04-29
"2020-04-30",8911.019531,8926.110352,8825.830078,8889.549805,4316380000,8889.549805,2020-04-30
"2020-05-01",8681.290039,8754.459961,8566.839844,8604.950195,3722520000,8604.950195,2020-05-01
"2020-05-04",8555.320313,8715.820313,8537.830078,8710.709961,3422150000,8710.709961,2020-05-04
"2020-05-05",8809.660156,8909.959961,8781.30957,8809.120117,3913360000,8809.120117,2020-05-05
"2020-05-06",8874.700195,8933.25,8819.370117,8854.389648,3620030000,8854.389648,2020-05-06
"2020-05-07",8973.780273,9015.990234,8932.860352,8979.660156,3762070000,8979.660156,2020-05-07
"2020-05-08",9056.889648,9125.980469,9018.209961,9121.320313,3777340000,9121.320313,2020-05-08
"2020-05-11",9054.910156,9241.919922,9053.169922,9192.339844,3898690000,9192.339844,2020-05-11
"2020-05-12",9225.150391,9250.959961,9000.070313,9002.549805,4315070000,9002.549805,2020-05-12
"2020-05-13",9006.049805,9074.160156,8752.679688,8863.169922,4244110000,8863.169922,2020-05-13
"2020-05-14",8788.040039,8945.709961,8705.25,8943.719727,3945080000,8943.719727,2020-05-14
"2020-05-15",8839.990234,9018.400391,8821.379883,9014.55957,4221500000,9014.55957,2020-05-15
"2020-05-18",9177.150391,9267.219727,9154.349609,9234.830078,4318310000,9234.830078,2020-05-18
"2020-05-19",9227.459961,9317.25,9183.25,9185.099609,4144770000,9185.099609,2020-05-19
"2020-05-20",9305.620117,9392.820313,9304.200195,9375.780273,4292470000,9375.780273,2020-05-20
"2020-05-21",9375.19043,9405.25,9254.849609,9284.879883,3725950000,9284.879883,2020-05-21
"2020-05-22",9278.549805,9328.280273,9239.410156,9324.589844,3641830000,9324.589844,2020-05-22
"2020-05-26",9501.209961,9501.209961,9333.160156,9340.219727,4432310000,9340.219727,2020-05-26
"2020-05-27",9346.120117,9414.620117,9144.280273,9412.360352,4462450000,9412.360352,2020-05-27
"2020-05-28",9392.990234,9523.639648,9345.280273,9368.990234,4064220000,9368.990234,2020-05-28
"2020-05-29",9382.349609,9505.549805,9324.730469,9489.870117,4710060000,9489.870117,2020-05-29
"2020-06-01",9471.419922,9571.280273,9462.320313,9552.049805,3824770000,9552.049805,2020-06-01
"2020-06-02",9566.530273,9611.219727,9472.080078,9608.379883,3962460000,9608.379883,2020-06-02
"2020-06-03",9651.860352,9707.780273,9627.169922,9682.910156,4638380000,9682.910156,2020-06-03
"2020-06-04",9649.650391,9716.139648,9560.410156,9615.80957,6074320000,9615.80957,2020-06-04
"2020-06-05",9703.540039,9845.69043,9685.349609,9814.080078,6572850000,9814.080078,2020-06-05
"2020-06-08",9823.44043,9927.129883,9780.610352,9924.75,6143120000,9924.75,2020-06-08
"2020-06-09",9867.19043,10002.5,9863.269531,9953.75,5281860000,9953.75,2020-06-09
"2020-06-10",10012.320313,10086.889648,9962.580078,10020.349609,5128400000,10020.349609,2020-06-10
"2020-06-11",9791.240234,9868.080078,9491.30957,9492.730469,5.271e+09,9492.730469,2020-06-11
"2020-06-12",9715.870117,9768.639648,9413.620117,9588.80957,4366190000,9588.80957,2020-06-12
"2020-06-15",9426.900391,9756.070313,9403,9726.019531,4440650000,9726.019531,2020-06-15
"2020-06-16",9949.780273,9963.629883,9748.379883,9895.870117,4639860000,9895.870117,2020-06-16
"2020-06-17",9943.30957,9991.209961,9891.80957,9910.530273,4249680000,9910.530273,2020-06-17
"2020-06-18",9892.480469,9959.200195,9885.660156,9943.049805,4294740000,9943.049805,2020-06-18
"2020-06-19",10042.129883,10053.910156,9872.94043,9946.120117,6068130000,9946.120117,2020-06-19
"2020-06-22",9945.490234,10059.610352,9916.599609,10056.480469,4.468e+09,10056.480469,2020-06-22
"2020-06-23",10130.830078,10221.849609,10112.44043,10131.370117,5712450000,10131.370117,2020-06-23
"2020-06-24",10092.919922,10137.5,9842.219727,9909.169922,5549440000,9909.169922,2020-06-24
"2020-06-25",9899.360352,10023.280273,9810.469727,10017,4709620000,10017,2020-06-25
"2020-06-26",9995.120117,10000.669922,9749.070313,9757.219727,7279230000,9757.219727,2020-06-26
"2020-06-29",9771.719727,9877.339844,9663.610352,9874.150391,4306120000,9874.150391,2020-06-29
"2020-06-30",9875.290039,10085.589844,9863.669922,10058.769531,4.474e+09,10058.769531,2020-06-30
"2020-07-01",10063.669922,10197.19043,10048.040039,10154.629883,4595970000,10154.629883,2020-07-01
"2020-07-02",10268.669922,10310.360352,10194.05957,10207.629883,4017530000,10207.629883,2020-07-02
"2020-07-06",10360.379883,10462.049805,10354.980469,10433.650391,4529480000,10433.650391,2020-07-06
"2020-07-07",10412.459961,10518.980469,10337.980469,10343.889648,4314110000,10343.889648,2020-07-07
"2020-07-08",10409.349609,10494.629883,10350.959961,10492.5,3999180000,10492.5,2020-07-08
"2020-07-09",10563.719727,10578.099609,10379.910156,10547.75,3992920000,10547.75,2020-07-09
"2020-07-10",10545.910156,10622.349609,10447.009766,10617.44043,3509810000,10617.44043,2020-07-10
"2020-07-13",10729.919922,10824.780273,10368.040039,10390.839844,4822050000,10390.839844,2020-07-13
"2020-07-14",10310.25,10497.830078,10182.459961,10488.580078,4419480000,10488.580078,2020-07-14
"2020-07-15",10576.719727,10604.669922,10420.540039,10550.490234,4610540000,10550.490234,2020-07-15
"2020-07-16",10443.870117,10499.790039,10364.389648,10473.830078,4237290000,10473.830078,2020-07-16
"2020-07-17",10500.519531,10532.620117,10421.209961,10503.19043,4334280000,10503.19043,2020-07-17
"2020-07-20",10526.019531,10783.799805,10488.040039,10767.089844,4274340000,10767.089844,2020-07-20
"2020-07-21",10837.879883,10839.929688,10650.459961,10680.360352,5311750000,10680.360352,2020-07-21
"2020-07-22",10687.580078,10745.320313,10627.450195,10706.129883,4074020000,10706.129883,2020-07-22
"2020-07-23",10689.5,10728.120117,10407.870117,10461.419922,4469470000,10461.419922,2020-07-23
"2020-07-24",10294.410156,10418.75,10217.30957,10363.179688,4205330000,10363.179688,2020-07-24
"2020-07-27",10421.700195,10546.44043,10399.860352,10536.269531,4209900000,10536.269531,2020-07-27
"2020-07-28",10509.200195,10523.639648,10397.870117,10402.089844,3869230000,10402.089844,2020-07-28
"2020-07-29",10474.700195,10567.910156,10464,10542.94043,3970900000,10542.94043,2020-07-29
"2020-07-30",10450.120117,10609.589844,10412.089844,10587.80957,4135200000,10587.80957,2020-07-30
"2020-07-31",10741.469727,10747.799805,10557.700195,10745.269531,4418390000,10745.269531,2020-07-31
"2020-08-03",10848.639648,10927.55957,10831.150391,10902.799805,4173600000,10902.799805,2020-08-03
"2020-08-04",10897.889648,10941.910156,10852.900391,10941.169922,3973570000,10941.169922,2020-08-04
"2020-08-05",10967.870117,11002.110352,10943.719727,10998.400391,4119550000,10998.400391,2020-08-05
"2020-08-06",10989.980469,11121.19043,10963.410156,11108.070313,4086290000,11108.070313,2020-08-06
"2020-08-07",11072.530273,11126.040039,10920.370117,11010.980469,4230720000,11010.980469,2020-08-07
"2020-08-10",11033.730469,11040.240234,10849.459961,10968.360352,4018530000,10968.360352,2020-08-10
"2020-08-11",10942.660156,10989.419922,10762.709961,10782.820313,4303980000,10782.820313,2020-08-11
"2020-08-12",10878.120117,11036.719727,10877.160156,11012.240234,3716840000,11012.240234,2020-08-12
"2020-08-13",11026.860352,11124.849609,11007.5,11042.5,3444140000,11042.5,2020-08-13
"2020-08-14",11042.240234,11058.44043,10972.05957,11019.299805,3491320000,11019.299805,2020-08-14
"2020-08-17",11083.25,11144.530273,11080.299805,11129.730469,3193160000,11129.730469,2020-08-17
"2020-08-18",11170.75,11230.620117,11103.830078,11210.839844,3199470000,11210.839844,2020-08-18
"2020-08-19",11214.799805,11257.419922,11132.099609,11146.459961,3467890000,11146.459961,2020-08-19
"2020-08-20",11096.400391,11283.620117,11090.030273,11264.950195,4170980000,11264.950195,2020-08-20
"2020-08-21",11258.44043,11326.209961,11245.44043,11311.799805,3905670000,11311.799805,2020-08-21
"2020-08-24",11449.25,11462.049805,11297.530273,11379.719727,3885880000,11379.719727,2020-08-24
"2020-08-25",11370.230469,11468.259766,11343.040039,11466.469727,3454500000,11466.469727,2020-08-25
"2020-08-26",11516.620117,11672.049805,11507.459961,11665.05957,3441550000,11665.05957,2020-08-26
"2020-08-27",11688.19043,11730.009766,11551.009766,11625.339844,3535800000,11625.339844,2020-08-27
"2020-08-28",11689.280273,11708.769531,11634.769531,11695.629883,2997810000,11695.629883,2020-08-28
"2020-08-31",11718.80957,11829.839844,11697.419922,11775.459961,3596980000,11775.459961,2020-08-31
"2020-09-01",11850.959961,11945.719727,11794.780273,11939.669922,3480780000,11939.669922,2020-09-01
"2020-09-02",12047.259766,12074.05957,11836.179688,12056.44043,3966140000,12056.44043,2020-09-02
"2020-09-03",11861.900391,11894.400391,11361.360352,11458.099609,4437500000,11458.099609,2020-09-03
"2020-09-04",11396.240234,11531.179688,10875.870117,11313.129883,4269190000,11313.129883,2020-09-04
"2020-09-08",10900.700195,11131.5,10837.200195,10847.69043,3872230000,10847.69043,2020-09-08
"2020-09-09",11064.759766,11217.69043,10970.450195,11141.55957,3531780000,11141.55957,2020-09-09
"2020-09-10",11235.530273,11299.530273,10875.019531,10919.589844,3814100000,10919.589844,2020-09-10
"2020-09-11",11010.070313,11033.040039,10728.030273,10853.549805,3609190000,10853.549805,2020-09-11
"2020-09-14",11010.139648,11118.290039,10982.259766,11056.650391,3716820000,11056.650391,2020-09-14
"2020-09-15",11193.959961,11244.459961,11127.980469,11190.320313,3772820000,11190.320313,2020-09-15
"2020-09-16",11222.080078,11245.419922,11046.429688,11050.469727,3661710000,11050.469727,2020-09-16
"2020-09-17",10796.049805,10974.450195,10783.80957,10910.280273,3726750000,10910.280273,2020-09-17
"2020-09-18",10973.450195,10977.679688,10639.950195,10793.280273,5745690000,10793.280273,2020-09-18
"2020-09-21",10610.139648,10782.740234,10519.490234,10778.799805,3885200000,10778.799805,2020-09-21
"2020-09-22",10873.299805,10979.650391,10737.519531,10963.639648,3492020000,10963.639648,2020-09-22
"2020-09-23",10950.820313,10962.030273,10612.910156,10632.990234,4074600000,10632.990234,2020-09-23
"2020-09-24",10551.019531,10799.549805,10520.219727,10672.269531,4080730000,10672.269531,2020-09-24
"2020-09-25",10680.459961,10939.549805,10639.980469,10913.55957,3767230000,10913.55957,2020-09-25
"2020-09-28",11084.379883,11120.790039,11019.139648,11117.530273,3562900000,11117.530273,2020-09-28
"2020-09-29",11109,11153.230469,11065.629883,11085.25,3363870000,11085.25,2020-09-29
"2020-09-30",11092.900391,11277.959961,11092.900391,11167.509766,4228200000,11167.509766,2020-09-30
"2020-10-01",11291.990234,11344.129883,11240.530273,11326.509766,3978100000,11326.509766,2020-10-01
"2020-10-02",11082.530273,11244.870117,11033.69043,11075.019531,3715090000,11075.019531,2020-10-02
"2020-10-05",11169.110352,11335.209961,11162.519531,11332.490234,3597940000,11332.490234,2020-10-05
"2020-10-06",11314.530273,11392.410156,11124.450195,11154.599609,4360550000,11154.599609,2020-10-06
"2020-10-07",11271.679688,11380.55957,11258.349609,11364.599609,3891460000,11364.599609,2020-10-07
"2020-10-08",11443.349609,11448.230469,11384.330078,11420.980469,3486530000,11420.980469,2020-10-08
"2020-10-09",11487.599609,11581.230469,11476.660156,11579.94043,3475620000,11579.94043,2020-10-09
"2020-10-12",11732.330078,11965.540039,11704.129883,11876.259766,3862990000,11876.259766,2020-10-12
"2020-10-13",11901.759766,11946.980469,11821.830078,11863.900391,3607730000,11863.900391,2020-10-13
"2020-10-14",11889.070313,11939.919922,11714.349609,11768.730469,3393010000,11768.730469,2020-10-14
"2020-10-15",11559.879883,11740.679688,11559.099609,11713.870117,3304490000,11713.870117,2020-10-15
"2020-10-16",11761.830078,11827.419922,11648.530273,11671.55957,3156270000,11671.55957,2020-10-16
"2020-10-19",11732.339844,11778.110352,11454.570313,11478.879883,3455430000,11478.879883,2020-10-19
"2020-10-20",11531.830078,11632.889648,11471.230469,11516.490234,3483200000,11516.490234,2020-10-20
"2020-10-21",11530.389648,11613.790039,11476.080078,11484.69043,3445520000,11484.69043,2020-10-21
"2020-10-22",11526.969727,11548.769531,11369.290039,11506.009766,3414590000,11506.009766,2020-10-22
"2020-10-23",11536.009766,11548.849609,11434.860352,11548.280273,3134240000,11548.280273,2020-10-23
"2020-10-26",11440.639648,11545.629883,11221.05957,11358.94043,3186950000,11358.94043,2020-10-26
"2020-10-27",11409.339844,11465.05957,11361.860352,11431.349609,3079530000,11431.349609,2020-10-27
"2020-10-28",11230.900391,11249.950195,10999.070313,11004.870117,3912580000,11004.870117,2020-10-28
"2020-10-29",11064.469727,11287.629883,11030.19043,11185.589844,3222460000,11185.589844,2020-10-29
"2020-10-30",11103.469727,11129.80957,10822.570313,10911.589844,3662840000,10911.589844,2020-10-30
"2020-11-02",11010.450195,11071.080078,10830.950195,10957.610352,3196720000,10957.610352,2020-11-02
"2020-11-03",11038.660156,11213.919922,11004.839844,11160.570313,3190710000,11160.570313,2020-11-03
"2020-11-04",11443.769531,11663.30957,11394.209961,11590.780273,3606820000,11590.780273,2020-11-04
"2020-11-05",11816.330078,11924.280273,11784.150391,11890.929688,3823380000,11890.929688,2020-11-05
"2020-11-06",11869.900391,11920.540039,11737.129883,11895.230469,4156030000,11895.230469,2020-11-06
"2020-11-09",12046.660156,12108.070313,11703.490234,11713.780273,5823620000,11713.780273,2020-11-09
"2020-11-10",11622.44043,11665.870117,11424.610352,11553.860352,4712950000,11553.860352,2020-11-10
"2020-11-11",11656.650391,11793.570313,11638.900391,11786.429688,3823270000,11786.429688,2020-11-11
"2020-11-12",11802.5,11847.839844,11666.370117,11709.589844,3862690000,11709.589844,2020-11-12
"2020-11-13",11794.94043,11849.790039,11715.519531,11829.290039,3640680000,11829.290039,2020-11-13
"2020-11-16",11847.110352,11937.719727,11814.889648,11924.129883,4138920000,11924.129883,2020-11-16
"2020-11-17",11913.349609,11950.179688,11852.410156,11899.339844,4122770000,11899.339844,2020-11-17
"2020-11-18",11896.05957,11942.490234,11799.959961,11801.599609,4699160000,11801.599609,2020-11-18
"2020-11-19",11779.040039,11912.629883,11760.980469,11904.709961,5322580000,11904.709961,2020-11-19
"2020-11-20",11892.700195,11935.469727,11852.509766,11854.969727,5319340000,11854.969727,2020-11-20
"2020-11-23",11916.759766,11949.330078,11796.530273,11880.629883,5360830000,11880.629883,2020-11-23
"2020-11-24",11939.330078,12049.879883,11863.450195,12036.790039,6277790000,12036.790039,2020-11-24
"2020-11-25",12053.889648,12114.769531,12020.950195,12094.400391,4425030000,12094.400391,2020-11-25
"2020-11-27",12159.179688,12236.230469,12154.570313,12205.849609,3401890000,12205.849609,2020-11-27
"2020-11-30",12224.25,12244.650391,12027.160156,12198.740234,7693430000,12198.740234,2020-11-30
"2020-12-01",12313.360352,12405.790039,12263.929688,12355.110352,6467180000,12355.110352,2020-12-01
"2020-12-02",12285.75,12360.05957,12217.349609,12349.370117,5150820000,12349.370117,2020-12-02
"2020-12-03",12369.259766,12439.019531,12356.990234,12377.179688,5182100000,12377.179688,2020-12-03
"2020-12-04",12399.320313,12464.230469,12376.44043,12464.230469,5044210000,12464.230469,2020-12-04
"2020-12-07",12461,12536.230469,12460.549805,12519.950195,4741690000,12519.950195,2020-12-07
"2020-12-08",12503.169922,12594.540039,12453.209961,12582.769531,4758170000,12582.769531,2020-12-08
"2020-12-09",12591.69043,12607.139648,12290.780273,12338.950195,5131720000,12338.950195,2020-12-09
"2020-12-10",12247.549805,12431.55957,12214.740234,12405.80957,4470060000,12405.80957,2020-12-10
"2020-12-11",12336.790039,12383.5,12246.769531,12377.870117,4268140000,12377.870117,2020-12-11
"2020-12-14",12447.44043,12543,12432.709961,12440.040039,4458140000,12440.040039,2020-12-14
"2020-12-15",12543.259766,12596.129883,12465.419922,12595.05957,4377950000,12595.05957,2020-12-15
"2020-12-16",12611.040039,12687.320313,12566.379883,12658.19043,4561600000,12658.19043,2020-12-16
"2020-12-17",12730.780273,12765.25,12696.349609,12764.75,4994090000,12764.75,2020-12-17
"2020-12-18",12804.929688,12809.599609,12654.599609,12755.639648,7088670000,12755.639648,2020-12-18
"2020-12-21",12596.139648,12751.269531,12525.219727,12742.519531,5156470000,12742.519531,2020-12-21
"2020-12-22",12785.219727,12840.570313,12695.30957,12807.919922,5700760000,12807.919922,2020-12-22
"2020-12-23",12834.94043,12841.919922,12758.669922,12771.110352,7028650000,12771.110352,2020-12-23
"2020-12-24",12791.540039,12833.549805,12767.639648,12804.730469,3305950000,12804.730469,2020-12-24
"2020-12-28",12914.639648,12930.889648,12827.450195,12899.419922,5076340000,12899.419922,2020-12-28
"2020-12-29",12965.389648,12973.330078,12821.959961,12850.219727,4680780000,12850.219727,2020-12-29
"2020-12-30",12906.509766,12924.929688,12857.759766,12870,5292210000,12870,2020-12-30
"2020-12-31",12877.089844,12902.070313,12821.230469,12888.280273,4771390000,12888.280273,2020-12-31
"2021-01-04",12958.519531,12958.719727,12543.240234,12698.450195,6546740000,12698.450195,2021-01-04
"2021-01-05",12665.650391,12828.269531,12665.650391,12818.959961,6904420000,12818.959961,2021-01-05
"2021-01-06",12666.150391,12909.629883,12649.990234,12740.790039,7648340000,12740.790039,2021-01-06
"2021-01-07",12867.339844,13090.910156,12867.339844,13067.480469,6777010000,13067.480469,2021-01-07
"2021-01-08",13160.219727,13208.089844,13036.549805,13201.980469,7223660000,13201.980469,2021-01-08
"2021-01-11",13048.780273,13138.269531,12999.509766,13036.429688,6876420000,13036.429688,2021-01-11
"2021-01-12",13062.05957,13105.040039,12963.919922,13072.429688,7181380000,13072.429688,2021-01-12
"2021-01-13",13088.009766,13171.150391,13051.05957,13128.950195,7072920000,13128.950195,2021-01-13
"2021-01-14",13174.75,13220.160156,13098.410156,13112.639648,6671090000,13112.639648,2021-01-14
"2021-01-15",13099.900391,13139.830078,12949.759766,12998.5,6402970000,12998.5,2021-01-15
"2021-01-19",13132.730469,13206.860352,13078.700195,13197.179688,6229100000,13197.179688,2021-01-19
"2021-01-20",13342.549805,13486.129883,13329.769531,13457.25,6771630000,13457.25,2021-01-20
"2021-01-21",13521.480469,13560.349609,13454.070313,13530.910156,7183390000,13530.910156,2021-01-21
"2021-01-22",13474.80957,13567.139648,13463.660156,13543.05957,5931240000,13543.05957,2021-01-22
"2021-01-25",13681.209961,13728.980469,13368.679688,13635.990234,7139410000,13635.990234,2021-01-25
"2021-01-26",13681.719727,13702.69043,13603.19043,13626.05957,6781460000,13626.05957,2021-01-26
"2021-01-27",13486.580078,13538.419922,13192.910156,13270.599609,11102160000,13270.599609,2021-01-27
"2021-01-28",13323.290039,13507.639648,13316.519531,13337.160156,9823150000,13337.160156,2021-01-28
"2021-01-29",13284.719727,13322,12985.049805,13070.69043,7809670000,13070.69043,2021-01-29
"2021-02-01",13226.179688,13431.459961,13132.469727,13403.389648,7014220000,13403.389648,2021-02-01
"2021-02-02",13543.099609,13652.700195,13535.860352,13612.780273,7240220000,13612.780273,2021-02-02
"2021-02-03",13718.30957,13723.830078,13585.339844,13610.540039,7465240000,13610.540039,2021-02-03
"2021-02-04",13674.05957,13778.419922,13631.620117,13777.740234,7218680000,13777.740234,2021-02-04
"2021-02-05",13824.879883,13878.160156,13761.660156,13856.299805,6697720000,13856.299805,2021-02-05
"2021-02-08",13937.05957,13987.740234,13894.150391,13987.639648,8439940000,13987.639648,2021-02-08
"2021-02-09",13966.820313,14044.950195,13966.549805,14007.700195,8658980000,14007.700195,2021-02-09
"2021-02-10",14093.349609,14109.120117,13845.469727,13972.530273,10165550000,13972.530273,2021-02-10
"2021-02-11",14045.209961,14058.910156,13916.849609,14025.769531,10000200000,14025.769531,2021-02-11
"2021-02-12",13979.209961,14102.040039,13937.709961,14095.469727,7352960000,14095.469727,2021-02-12
"2021-02-16",14152.209961,14175.120117,13995.450195,14047.5,7646300000,14047.5,2021-02-16
"2021-02-17",13911.650391,13976.429688,13804.259766,13965.490234,7227140000,13965.490234,2021-02-17
"2021-02-18",13814.669922,13905.959961,13714.349609,13865.360352,6454280000,13865.360352,2021-02-18
"2021-02-19",13929.200195,13985.580078,13842.599609,13874.459961,6686060000,13874.459961,2021-02-19
"2021-02-22",13714.200195,13757.05957,13530.959961,13533.049805,6435100000,13533.049805,2021-02-22
"2021-02-23",13262.610352,13526.089844,13003.980469,13465.200195,7482840000,13465.200195,2021-02-23
"2021-02-24",13400.25,13607.360352,13286.589844,13597.969727,5793430000,13597.969727,2021-02-24
"2021-02-25",13512.639648,13602.860352,13066.379883,13119.429688,6335240000,13119.429688,2021-02-25
"2021-02-26",13232.900391,13368.05957,13024.530273,13192.349609,5883880000,13192.349609,2021-02-26
"2021-03-01",13406.160156,13596.589844,13362.660156,13588.830078,5047710000,13588.830078,2021-03-01
"2021-03-02",13599.450195,13601.330078,13352,13358.790039,4920320000,13358.790039,2021-03-02
"2021-03-03",13336.25,13372.519531,12995.070313,12997.75,5493960000,12997.75,2021-03-03
"2021-03-04",12953.990234,13068.709961,12553.959961,12723.469727,7799710000,12723.469727,2021-03-04
"2021-03-05",12860.040039,12941.209961,12397.049805,12920.150391,7696900000,12920.150391,2021-03-05
"2021-03-08",12904.259766,13001,12599.230469,12609.160156,5971260000,12609.160156,2021-03-08
"2021-03-09",12923.070313,13151.540039,12882.490234,13073.820313,6294910000,13073.820313,2021-03-09
"2021-03-10",13234.730469,13277.110352,13035.44043,13068.830078,5991730000,13068.830078,2021-03-10
"2021-03-11",13273.30957,13433.620117,13246.330078,13398.669922,5956260000,13398.669922,2021-03-11
"2021-03-12",13222.80957,13324.69043,13158.719727,13319.860352,5472340000,13319.860352,2021-03-12
"2021-03-15",13323.469727,13460.349609,13272.5,13459.709961,5933440000,13459.709961,2021-03-15
"2021-03-16",13523.169922,13620.709961,13397.080078,13471.570313,5463770000,13471.570313,2021-03-16
"2021-03-17",13336.910156,13595,13272.69043,13525.200195,5465500000,13525.200195,2021-03-17
"2021-03-18",13349.200195,13384.459961,13101.919922,13116.169922,5699900000,13116.169922,2021-03-18
"2021-03-19",13119.900391,13252.370117,13039.450195,13215.240234,7591530000,13215.240234,2021-03-19
"2021-03-22",13278.780273,13455.639648,13278.780273,13377.540039,5302770000,13377.540039,2021-03-22
